sequence_name,FSIG_a_mean,FSIG_a_var,FSIG_lt_mean,FSIG_lt_var,FSIG_lb_mean,FSIG_lb_var,FSIG_rt_mean,FSIG_rt_var,FSIG_rb_mean,FSIG_rb_var
Descendants_2_cover_Its_Goin_Down_001_2625_2750_854x480_HW_Q3_CRF10.bin,7.070909,12.69833,4.609969,10.22625,16.59947,44.24614,5.0918,5.842006,16.58164,101.4078
Descendants_2_cover_Its_Goin_Down_001_2750_2875_854x480_HW_Q3_CRF10.bin,7.070909,12.69833,4.609969,10.22625,16.59947,44.24614,5.0918,5.842006,16.58164,101.4078
Descendants_2_cover_Its_Goin_Down_001_2875_3000_854x480_HW_Q3_CRF10.bin,7.070909,12.69833,4.609969,10.22625,16.59947,44.24614,5.0918,5.842006,16.58164,101.4078
Descendants_2_cover_Its_Goin_Down_001_375_500_854x480_HW_Q3_CRF10.bin,7.688444,12.54601,9.272846,29.30938,15.67948,84.72537,12.89652,290.1871,18.51547,101.3951
Descendants_2_cover_Its_Goin_Down_001_500_625_854x480_HW_Q3_CRF10.bin,9.869024,18.17367,16.55136,208.1129,15.68112,66.07548,26.1537,333.9334,15.88923,209.291
Descendants_2_cover_Its_Goin_Down_001_625_750_854x480_HW_Q3_CRF10.bin,11.21476,24.63988,11.51338,70.78632,18.81907,105.3498,26.28352,126.2787,24.8821,248.7101
Descendants_2_cover_Its_Goin_Down_001_750_875_854x480_HW_Q3_CRF10.bin,11.21476,24.63988,11.51338,70.78632,18.81907,105.3498,26.28352,126.2787,24.8821,248.7101
Descendants_2_cover_Its_Goin_Down_001_875_1000_854x480_HW_Q3_CRF10.bin,11.21476,24.63988,11.51338,70.78632,18.81907,105.3498,26.28352,126.2787,24.8821,248.7101
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_0_125_854x480_HW_Q3_CRF10.bin,18.4758,13517.17,31.13366,27679.73,24.23856,12312.81,27.6688,21074.5,23.59883,2300.925
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_1000_1125_854x480_HW_Q3_CRF10.bin,45.64017,17649.25,54.51884,28491.12,31.99551,7712.26,84.10056,47918.2,48.5139,14353.17
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_1125_1250_854x480_HW_Q3_CRF10.bin,49.3815,20052.74,65.5638,14299.59,68.64194,22063.23,75.57645,35107.22,74.12527,35699.61
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_1250_1375_854x480_HW_Q3_CRF10.bin,25.13449,2409.023,39.09514,2247.33,44.99809,1871.122,42.32059,11078.14,37.79992,2275.592
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_125_250_854x480_HW_Q3_CRF10.bin,14.34818,663.0911,21.19062,1696.739,17.39559,582.1379,26.80052,2350.308,25.09748,985.5508
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_1375_1500_854x480_HW_Q3_CRF10.bin,43.14599,1967.098,40.28801,4078.906,80.62383,7745.707,45.07101,3941.567,94.08792,9164.541
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_1500_1625_854x480_HW_Q3_CRF10.bin,48.27269,1656.023,99.71963,5817.371,115.4046,11337.52,53.36195,3974.369,52.30149,2278.076
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_1625_1750_854x480_HW_Q3_CRF10.bin,47.0251,4368.627,63.60401,12884.92,106.1397,12733.77,34.50777,1730.13,42.57776,2319.751
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_1750_1875_854x480_HW_Q3_CRF10.bin,36.70658,2455.425,43.30575,5770.686,37.1254,2042.399,49.30399,3559.204,56.17943,2814.511
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_1875_2000_854x480_HW_Q3_CRF10.bin,43.89905,3524.918,44.96188,2179.72,63.23132,1380.873,66.63251,8603.878,74.78827,9682.027
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_2000_2125_854x480_HW_Q3_CRF10.bin,21.93637,1521.118,43.2868,7987.554,40.32629,1931.005,28.15508,4771.393,22.51585,2970.154
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_2125_2250_854x480_HW_Q3_CRF10.bin,53.19682,1906.02,98.27749,6999.52,62.34831,1705.698,83.2718,7202.655,67.45099,3873.004
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_2250_2375_854x480_HW_Q3_CRF10.bin,26.415,789.8776,36.21125,1980.041,35.50139,835.3906,52.68803,2821.214,48.9934,1906.002
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_2375_2500_854x480_HW_Q3_CRF10.bin,36.41753,3113.149,57.7864,11577.84,48.03746,2390.642,53.59037,4389.59,64.91525,5103.663
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_2500_2625_854x480_HW_Q3_CRF10.bin,50.99246,6936.416,94.45387,19755.45,76.88828,6438.984,87.58189,14356.9,59.97932,13595.96
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_250_375_854x480_HW_Q3_CRF10.bin,21.7501,920.5038,36.13773,3890.063,23.48379,1457.987,37.50835,5867.088,26.82059,776.895
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_2625_2750_854x480_HW_Q3_CRF10.bin,22.49859,10442.47,36.14031,25885.5,23.63654,1900.788,43.68541,42311.48,25.36843,2480.671
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_2750_2875_854x480_HW_Q3_CRF10.bin,54.86108,20534.98,102.8496,70996.28,48.52746,9869.446,95.27856,46779.52,50.03164,7322.148
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_2875_3000_854x480_HW_Q3_CRF10.bin,55.60454,20485.61,104.7513,70840.3,46.67035,9945.343,95.81463,46696.87,45.89773,7514.268
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_375_500_854x480_HW_Q3_CRF10.bin,20.8907,214.2356,25.19153,382.3958,26.28771,837.9118,35.9596,606.2232,34.84468,1406.073
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_500_625_854x480_HW_Q3_CRF10.bin,42.70381,5936.614,54.14916,6223.271,80.05802,29162.87,66.11633,8838.667,78.28329,18148.19
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_625_750_854x480_HW_Q3_CRF10.bin,14.90499,742.5674,19.35082,2572.92,14.12242,1224.856,34.81682,4475.95,18.80057,516.0151
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_750_875_854x480_HW_Q3_CRF10.bin,32.89023,1291.637,54.22881,4504.124,57.82854,4261.42,41.41254,1752.609,52.04742,1905.113
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_000_875_1000_854x480_HW_Q3_CRF10.bin,25.83088,4549.113,43.22175,12105.13,38.40154,5882.148,35.49362,30244.27,25.10497,2315.012
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_0_125_854x480_HW_Q3_CRF10.bin,16.15771,915.7713,25.15233,1307.525,36.61019,3234.418,16.73187,473.233,28.7831,762.1648
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_1000_1125_854x480_HW_Q3_CRF10.bin,14.2845,5567.313,18.37903,14432.69,11.14398,1883.125,20.12395,9689.37,10.60214,2016.449
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_1125_1250_854x480_HW_Q3_CRF10.bin,3.771518,284.1997,3.196494,228.2151,3.608937,203.365,5.755266,763.7114,3.374618,173.9675
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_1250_1375_854x480_HW_Q3_CRF10.bin,3.771518,284.1997,3.196494,228.2151,3.608937,203.365,5.755266,763.7114,3.374618,173.9675
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_125_250_854x480_HW_Q3_CRF10.bin,20.21786,1881.128,32.6529,4573.03,37.81194,3037.001,26.13672,2718.849,29.28555,2290.739
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_1375_1500_854x480_HW_Q3_CRF10.bin,20.21786,1881.128,32.6529,4573.03,37.81194,3037.001,26.13672,2718.849,29.28555,2290.739
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_1500_1625_854x480_HW_Q3_CRF10.bin,20.21786,1881.128,32.6529,4573.03,37.81194,3037.001,26.13672,2718.849,29.28555,2290.739
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_1625_1750_854x480_HW_Q3_CRF10.bin,20.21786,1881.128,32.6529,4573.03,37.81194,3037.001,26.13672,2718.849,29.28555,2290.739
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_1750_1875_854x480_HW_Q3_CRF10.bin,20.21786,1881.128,32.6529,4573.03,37.81194,3037.001,26.13672,2718.849,29.28555,2290.739
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_1875_2000_854x480_HW_Q3_CRF10.bin,20.21786,1881.128,32.6529,4573.03,37.81194,3037.001,26.13672,2718.849,29.28555,2290.739
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_2000_2125_854x480_HW_Q3_CRF10.bin,20.21786,1881.128,32.6529,4573.03,37.81194,3037.001,26.13672,2718.849,29.28555,2290.739
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_2125_2250_854x480_HW_Q3_CRF10.bin,20.21786,1881.128,32.6529,4573.03,37.81194,3037.001,26.13672,2718.849,29.28555,2290.739
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_2250_2375_854x480_HW_Q3_CRF10.bin,20.21786,1881.128,32.6529,4573.03,37.81194,3037.001,26.13672,2718.849,29.28555,2290.739
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_2375_2500_854x480_HW_Q3_CRF10.bin,20.21786,1881.128,32.6529,4573.03,37.81194,3037.001,26.13672,2718.849,29.28555,2290.739
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_2500_2625_854x480_HW_Q3_CRF10.bin,20.21786,1881.128,32.6529,4573.03,37.81194,3037.001,26.13672,2718.849,29.28555,2290.739
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_250_375_854x480_HW_Q3_CRF10.bin,22.8774,1456.176,38.13705,4894.494,51.82702,2970.031,27.57303,3454.057,33.27439,1659.46
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_2625_2750_854x480_HW_Q3_CRF10.bin,22.8774,1456.176,38.13705,4894.494,51.82702,2970.031,27.57303,3454.057,33.27439,1659.46
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_2750_2875_854x480_HW_Q3_CRF10.bin,22.8774,1456.176,38.13705,4894.494,51.82702,2970.031,27.57303,3454.057,33.27439,1659.46
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_2875_3000_854x480_HW_Q3_CRF10.bin,22.8774,1456.176,38.13705,4894.494,51.82702,2970.031,27.57303,3454.057,33.27439,1659.46
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_375_500_854x480_HW_Q3_CRF10.bin,31.70386,2332.285,61.72886,9387.818,55.2973,5835.996,47.65261,5128.33,47.72012,2646.11
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_500_625_854x480_HW_Q3_CRF10.bin,24.40753,1062.329,55.36046,3252.76,44.24023,3201.483,42.9217,2789.336,39.65981,2219.076
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_625_750_854x480_HW_Q3_CRF10.bin,24.74712,1737.176,39.44805,3689.439,40.33956,3747.579,35.14199,5386.517,26.33923,3330.311
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_750_875_854x480_HW_Q3_CRF10.bin,26.37521,1714.072,44.04515,3579.718,54.40599,3986.614,35.25742,3273.387,44.52052,3070.873
Descendants_Cast_-_Rotten_to_the_Core_(From_Descendants)_001_875_1000_854x480_HW_Q3_CRF10.bin,22.10883,1381.999,33.06844,5128.83,48.07883,7554.556,34.06612,6826.761,35.48347,3270.791
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_0_125_854x480_HW_Q3_CRF10.bin,36.5807,3059.399,50.96713,4505.964,50.97516,4545.518,67.78172,8108.722,59.62011,5279.36
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_1000_1125_854x480_HW_Q3_CRF10.bin,50.33023,22242.19,73.33556,40230.79,56.09509,22137.1,73.52565,41991.05,51.61877,19194.03
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_1125_1250_854x480_HW_Q3_CRF10.bin,22.80604,2273.832,27.93353,3716.455,22.48964,6652.486,39.17225,5818.622,25.61847,1682.304
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_1250_1375_854x480_HW_Q3_CRF10.bin,8.813362,89.31622,9.341447,61.80125,11.87016,278.6605,10.62649,268.1228,11.39824,191.8493
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_125_250_854x480_HW_Q3_CRF10.bin,20.04797,850.4321,26.9772,1465.472,20.64043,1239.826,24.91611,1582.969,23.97229,1604.693
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_1375_1500_854x480_HW_Q3_CRF10.bin,21.28707,1134.468,23.83699,2231.045,25.14513,1645.508,51.08194,5613.209,51.93032,4023.656
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_1500_1625_854x480_HW_Q3_CRF10.bin,34.06146,2881.27,56.11794,5281.492,56.58567,6385.776,49.38246,4938.738,54.62317,6343.532
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_1625_1750_854x480_HW_Q3_CRF10.bin,23.9775,479.5711,29.57507,1014.807,40.69519,1634.864,27.79996,554.5098,36.79036,1752.467
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_1750_1875_854x480_HW_Q3_CRF10.bin,63.43055,3449.5,101.778,7729.707,86.01571,6447.659,109.3856,10965.32,77.17112,5557.415
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_1875_2000_854x480_HW_Q3_CRF10.bin,47.56056,6618.683,73.9482,14837.65,70.42917,19437.67,69.04176,17956.17,57.31717,14025.43
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_2000_2125_854x480_HW_Q3_CRF10.bin,39.00779,2606.482,79.37646,9097.227,67.03954,4371.799,56.63079,3845.359,55.04641,4978.804
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_2125_2250_854x480_HW_Q3_CRF10.bin,25.36903,3425.885,45.11239,9910.685,29.64061,2747.784,30.68978,6921.71,37.66121,2870.943
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_2250_2375_854x480_HW_Q3_CRF10.bin,35.18727,2230.454,37.41909,3256.347,46.73391,4096.607,47.71871,6852.135,49.09146,2071.043
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_2375_2500_854x480_HW_Q3_CRF10.bin,56.34243,13915.62,73.19308,24438.87,72.63549,18557.43,72.66023,23560.49,69.90253,17892.83
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_2500_2625_854x480_HW_Q3_CRF10.bin,21.04315,2178.738,33.3228,5813.387,14.74389,1021.892,27.17021,5689.678,17.50634,1093.323
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_250_375_854x480_HW_Q3_CRF10.bin,26.74851,197.1581,35.07397,625.9681,51.93285,4788.366,38.6678,2179.828,17.8511,130.115
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_2625_2750_854x480_HW_Q3_CRF10.bin,17.60202,2974.933,22.8576,7075.379,26.47826,4686.263,18.84126,3071.713,28.63959,6469.446
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_2750_2875_854x480_HW_Q3_CRF10.bin,45.73665,16010.85,48.89391,16147.95,51.73478,17053.54,53.85675,16390.23,54.31487,16680.58
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_2875_3000_854x480_HW_Q3_CRF10.bin,62.00371,15910.71,68.63095,16313.59,66.28058,17408.27,70.85574,16724.44,69.25007,17751.32
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_375_500_854x480_HW_Q3_CRF10.bin,13.10995,762.0563,11.77497,660.2189,20.26839,1910.016,12.42052,737.0564,18.49348,1368.057
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_500_625_854x480_HW_Q3_CRF10.bin,24.55472,3160.275,51.76196,7062.622,42.37936,4315.93,35.58564,3602.349,35.14519,2211.469
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_625_750_854x480_HW_Q3_CRF10.bin,32.21051,1223.017,41.43068,2490.914,53.54514,4759.927,38.60971,1862.033,53.31638,3617.889
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_750_875_854x480_HW_Q3_CRF10.bin,31.31435,3904.016,44.14488,7178.642,42.07919,8826.825,42.65139,4151.918,45.44183,8115.89
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_000_875_1000_854x480_HW_Q3_CRF10.bin,22.00056,8571.454,22.8259,4710.896,26.72487,12249.59,31.58614,8239.983,28.97511,14000.83
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_0_125_854x480_HW_Q3_CRF10.bin,54.08207,19782.78,64.35077,26831.01,68.77608,33235.13,68.35404,27572.96,78.46536,39972.94
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_1000_1125_854x480_HW_Q3_CRF10.bin,54.08207,19782.78,64.35077,26831.01,68.77608,33235.13,68.35404,27572.96,78.46536,39972.94
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_1125_1250_854x480_HW_Q3_CRF10.bin,54.08207,19782.78,64.35077,26831.01,68.77608,33235.13,68.35404,27572.96,78.46536,39972.94
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_1250_1375_854x480_HW_Q3_CRF10.bin,54.08207,19782.78,64.35077,26831.01,68.77608,33235.13,68.35404,27572.96,78.46536,39972.94
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_125_250_854x480_HW_Q3_CRF10.bin,49.8164,9599.557,89.86378,26169.96,66.96308,16304.25,42.63912,8879.665,49.11895,11384.76
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_1375_1500_854x480_HW_Q3_CRF10.bin,49.8164,9599.557,89.86378,26169.96,66.96308,16304.25,42.63912,8879.665,49.11895,11384.76
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_1500_1625_854x480_HW_Q3_CRF10.bin,49.8164,9599.557,89.86378,26169.96,66.96308,16304.25,42.63912,8879.665,49.11895,11384.76
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_1625_1750_854x480_HW_Q3_CRF10.bin,49.8164,9599.557,89.86378,26169.96,66.96308,16304.25,42.63912,8879.665,49.11895,11384.76
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_1750_1875_854x480_HW_Q3_CRF10.bin,49.8164,9599.557,89.86378,26169.96,66.96308,16304.25,42.63912,8879.665,49.11895,11384.76
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_1875_2000_854x480_HW_Q3_CRF10.bin,49.8164,9599.557,89.86378,26169.96,66.96308,16304.25,42.63912,8879.665,49.11895,11384.76
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_2000_2125_854x480_HW_Q3_CRF10.bin,49.8164,9599.557,89.86378,26169.96,66.96308,16304.25,42.63912,8879.665,49.11895,11384.76
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_2125_2250_854x480_HW_Q3_CRF10.bin,49.8164,9599.557,89.86378,26169.96,66.96308,16304.25,42.63912,8879.665,49.11895,11384.76
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_2250_2375_854x480_HW_Q3_CRF10.bin,49.8164,9599.557,89.86378,26169.96,66.96308,16304.25,42.63912,8879.665,49.11895,11384.76
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_2375_2500_854x480_HW_Q3_CRF10.bin,49.8164,9599.557,89.86378,26169.96,66.96308,16304.25,42.63912,8879.665,49.11895,11384.76
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_2500_2625_854x480_HW_Q3_CRF10.bin,49.8164,9599.557,89.86378,26169.96,66.96308,16304.25,42.63912,8879.665,49.11895,11384.76
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_250_375_854x480_HW_Q3_CRF10.bin,7.671315,6136.665,8.904895,6863.895,8.487498,5946.777,8.342875,8160.833,6.956659,4873.703
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_2625_2750_854x480_HW_Q3_CRF10.bin,7.671315,6136.665,8.904895,6863.895,8.487498,5946.777,8.342875,8160.833,6.956659,4873.703
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_2750_2875_854x480_HW_Q3_CRF10.bin,7.671315,6136.665,8.904895,6863.895,8.487498,5946.777,8.342875,8160.833,6.956659,4873.703
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_2875_3000_854x480_HW_Q3_CRF10.bin,7.671315,6136.665,8.904895,6863.895,8.487498,5946.777,8.342875,8160.833,6.956659,4873.703
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_375_500_854x480_HW_Q3_CRF10.bin,0.1344973,0.1035706,0.007586338,0.005832496,0.3143875,0.5858002,0.008590639,0.004009936,0.3366528,0.673643
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_500_625_854x480_HW_Q3_CRF10.bin,0.174771,0.1317761,0.007586338,0.005832496,0.4105582,0.7481507,0.008590639,0.004009936,0.4398933,0.860323
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_625_750_854x480_HW_Q3_CRF10.bin,0.174771,0.1317761,0.007586338,0.005832496,0.4105582,0.7481507,0.008590639,0.004009936,0.4398933,0.860323
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_750_875_854x480_HW_Q3_CRF10.bin,0.174771,0.1317761,0.007586338,0.005832496,0.4105582,0.7481507,0.008590639,0.004009936,0.4398933,0.860323
Dove_Cameron_-_Evil_(From_Descendants_Wicked_World)_001_875_1000_854x480_HW_Q3_CRF10.bin,0.174771,0.1317761,0.007586338,0.005832496,0.4105582,0.7481507,0.008590639,0.004009936,0.4398933,0.860323
Dove_Cameron_-_Genie_in_a_Bottle_(Official_Video)_000_0_125_854x480_HW_Q3_CRF10.bin,6.245381,37.79252,15.24658,487.713,4.72535,28.53059,8.898175,144.883,4.530971,33.813
Dove_Cameron_-_Genie_in_a_Bottle_(Official_Video)_000_1000_1125_854x480_HW_Q3_CRF10.bin,12.19033,997.6691,17.57026,1495.281,18.90646,3514.504,15.13261,853.7342,27.95124,4707.429
Dove_Cameron_-_Genie_in_a_Bottle_(Official_Video)_000_1125_1250_854x480_HW_Q3_CRF10.bin,10.8557,2257.591,22.32096,8610.361,13.79923,1697.408,6.851936,717.3992,5.33534,438.4679
Dove_Cameron_-_Genie_in_a_Bottle_(Official_Video)_000_1250_1375_854x480_HW_Q3_CRF10.bin,19.19524,2034.812,28.69162,3802.526,16.02726,749.0319,33.77163,8931.414,16.3764,1805.224
Dove_Cameron_-_Genie_in_a_Bottle_(Official_Video)_000_125_250_854x480_HW_Q3_CRF10.bin,9.987464,38.73239,10.53304,265.8363,6.124471,39.00275,19.73864,176.9038,17.39049,112.6078
Dove_Cameron_-_Genie_in_a_Bottle_(Official_Video)_000_1375_1500_854x480_HW_Q3_CRF10.bin,13.35989,1025.95,16.79481,2401.727,15.99832,1529.979,18.25478,2344.361,27.18699,4043.048
Dove_Cameron_-_Genie_in_a_Bottle_(Official_Video)_000_1500_1625_854x480_HW_Q3_CRF10.bin,35.15005,9802.194,33.08833,11423.64,30.10167,7800.018,65.6993,23520.06,51.36844,13040.74
Dove_Cameron_-_Genie_in_a_Bottle_(Official_Video)_000_1625_1750_854x480_HW_Q3_CRF10.bin,9.346443,683.7881,15.55181,2575.332,9.16222,227.5586,20.86482,2835.106,10.73411,241.5588
Dove_Cameron_-_Genie_in_a_Bottle_(Official_Video)_000_1750_1875_854x480_HW_Q3_CRF10.bin,18.08651,1378.715,32.35576,5902.655,15.57208,1129.044,38.18745,5275.707,20.77499,2009.031
Dove_Cameron_-_Genie_in_a_Bottle_(Official_Video)_000_1875_2000_854x480_HW_Q3_CRF10.bin,37.59814,6947.501,55.04973,8431.776,65.39992,9819.565,53.40275,6934.537,50.62202,8411.368
Dove_Cameron_-_Genie_in_a_Bottle_(Official_Video)_000_2000_2125_854x480_HW_Q3_CRF10.bin,41.77829,38770.44,56.19405,42515.35,53.83536,23487.46,52.31694,52882.18,57.59354,48305.17
Dove_Cameron_-_Genie_in_a_Bottle_(Official_Video)_000_2125_2250_854x480_HW_Q3_CRF10.bin,31.55962,8028.069,35.06254,8270.61,43.55263,7340.14,37.85241,12789.5,46.27504,13573.76
Dove_Cameron_-_Genie_in_a_Bottle_(Official_Video)_000_2250_2375_854x480_HW_Q3_CRF10.bin,57.0677,10541.55,91.87438,19744.76,95.55026,23796.87,55.14845,11717.53,52.68039,9837.949
Dove_Cameron_-_Genie_in_a_Bottle_(Official_Video)_000_2375_2500_854x480_HW_Q3_CRF10.bin,21.71502,5846.504,35.37428,15827.13,24.67977,4282.075,32.09737,11362.09,20.47577,3975.089
Dove_Cameron_-_Genie_in_a_Bottle_(Official_Video)_000_2500_2625_854x480_HW_Q3_CRF10.bin,19.30169,3763.014,25.51176,5686.018,36.2745,3949.208,19.45253,8744.139,25.4296,8821.623
Dove_Cameron_-_Genie_in_a_Bottle_(Official_Video)_000_250_375_854x480_HW_Q3_CRF10.bin,4.408929,12.25106,5.907626,42.58604,3.785525,8.365155,8.04905,52.87727,4.831469,18.57951
Dove_Cameron_-_Genie_in_a_Bottle_(Official_Video)_000_2625_2750_854x480_HW_Q3_CRF10.bin,12.90059,1810.161,18.08161,4712.852,29.73696,5682.184,15.4295,1203.181,20.15272,4918.288
