sequence_name,FSIG_a_mean,FSIG_a_var,FSIG_lt_mean,FSIG_lt_var,FSIG_lb_mean,FSIG_lb_var,FSIG_rt_mean,FSIG_rt_var,FSIG_rb_mean,FSIG_rb_var
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_1000_1125_854x480_HW_Q3_CRF10.bin,30.36944,872.6046,51.58067,2362.757,45.1932,2928.583,52.35667,2077.829,43.78393,2083.058
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_1125_1250_854x480_HW_Q3_CRF10.bin,8.852856,29.79068,13.07545,66.8992,13.02622,40.89271,13.9227,143.3487,12.82147,50.6936
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_1250_1375_854x480_HW_Q3_CRF10.bin,17.95402,1481.478,32.08264,3058.015,30.35534,1120.112,35.90847,3039.369,21.68022,819.8878
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_125_250_854x480_HW_Q3_CRF10.bin,27.21881,8237.338,48.57599,13436.23,36.735,13320.32,27.71327,8665.448,28.3363,9299.927
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_1375_1500_854x480_HW_Q3_CRF10.bin,20.14978,151.6777,38.49966,703.6339,30.29728,624.1645,20.97156,291.6429,23.99599,185.9344
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_1500_1625_854x480_HW_Q3_CRF10.bin,12.16458,61.46619,29.14778,481.1347,25.18161,562.7317,17.6268,366.8592,19.53065,460.2835
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_1625_1750_854x480_HW_Q3_CRF10.bin,6.725432,210.3794,12.34532,774.3879,11.75552,393.1223,12.47714,479.7805,10.06785,442.1888
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_1750_1875_854x480_HW_Q3_CRF10.bin,11.64717,1019.06,13.5936,299.8664,13.42515,633.0934,21.8661,3713.731,16.55404,1911.734
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_1875_2000_854x480_HW_Q3_CRF10.bin,6.324065,11.81569,10.91297,77.25367,13.41232,130.664,7.539659,17.38005,9.592041,14.51596
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_2000_2125_854x480_HW_Q3_CRF10.bin,18.61316,2772.16,37.29052,3684.112,25.70259,1306.525,27.2979,5770.608,29.37604,5204.048
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_2125_2250_854x480_HW_Q3_CRF10.bin,15.43595,306.8706,33.10175,1161.071,24.20766,1025.732,23.24587,339.7896,17.16071,265.0627
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_2250_2375_854x480_HW_Q3_CRF10.bin,17.55146,2060.536,26.74341,6071.812,26.56593,2734.785,28.92239,7991.086,23.8431,2428.299
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_2375_2500_854x480_HW_Q3_CRF10.bin,27.37503,3029.514,28.30053,3442.092,29.0118,2679.737,28.85361,3710.346,28.56801,2363.788
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_2500_2625_854x480_HW_Q3_CRF10.bin,1.657272,0.8952729,2.058792,1.770114,3.650868,6.629447,2.156296,3.196462,3.339961,5.492978
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_250_375_854x480_HW_Q3_CRF10.bin,17.04194,1905.72,16.72837,774.6599,25.91808,2133.123,14.4604,1099.87,22.45871,5280.258
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_2625_2750_854x480_HW_Q3_CRF10.bin,1.35133,0.3772473,2.302211,1.747475,2.392665,0.6909783,2.296096,2.989473,2.583821,1.383836
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_2750_2875_854x480_HW_Q3_CRF10.bin,1.393491,0.4554915,2.394233,1.73449,2.515502,0.7227113,2.212148,2.802222,2.613398,1.513604
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_2875_3000_854x480_HW_Q3_CRF10.bin,1.393491,0.4554915,2.394233,1.73449,2.515502,0.7227113,2.212148,2.802222,2.613398,1.513604
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_375_500_854x480_HW_Q3_CRF10.bin,19.45074,3902.903,23.96711,783.2364,33.5793,11057.56,25.29676,991.035,34.41884,11709.85
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_500_625_854x480_HW_Q3_CRF10.bin,13.40103,2822.537,13.97231,4828.182,13.64668,2556.083,15.18096,2494.723,16.80892,1815.498
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_625_750_854x480_HW_Q3_CRF10.bin,8.675916,149.7179,11.5674,613.5148,10.23841,691.8439,17.83565,530.7169,12.46781,435.3752
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_750_875_854x480_HW_Q3_CRF10.bin,8.274051,46.00251,17.86665,234.504,14.809,76.2851,14.83044,198.2194,9.079841,11.01174
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_001_875_1000_854x480_HW_Q3_CRF10.bin,9.936019,157.8674,10.20367,20.22587,11.44155,1057.284,21.07226,30.73887,17.90023,570.6807
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_0_125_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_1000_1125_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_1125_1250_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_1250_1375_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_125_250_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_1375_1500_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_1500_1625_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_1625_1750_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_1750_1875_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_1875_2000_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_2000_2125_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_2125_2250_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_2250_2375_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_2375_2500_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_2500_2625_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_250_375_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_2625_2750_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_2750_2875_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_2875_3000_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_375_500_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_500_625_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_625_750_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_750_875_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
FROZEN__Let_It_Go_Sing-along__Official_Disney_UK_002_875_1000_854x480_HW_Q3_CRF10.bin,22.9652,34261.55,21.94642,31391.46,23.32167,36263.25,28.18868,34287.23,27.10182,38520.18
French_Montana_-_Unforgettable_ft_Swae_Lee_000_0_125_854x480_HW_Q3_CRF10.bin,11.53705,122.3879,11.94817,187.9388,12.48586,40.91162,13.65961,191.2324,13.2266,60.75381
French_Montana_-_Unforgettable_ft_Swae_Lee_000_1000_1125_854x480_HW_Q3_CRF10.bin,20.66548,3641.668,30.06856,5777.485,30.54162,5459.809,36.84285,8344.332,37.5226,5464.738
French_Montana_-_Unforgettable_ft_Swae_Lee_000_1125_1250_854x480_HW_Q3_CRF10.bin,12.38008,1692.526,22.99009,2419.132,16.52006,1582.36,23.81463,2597.341,20.07155,3029.014
French_Montana_-_Unforgettable_ft_Swae_Lee_000_1250_1375_854x480_HW_Q3_CRF10.bin,15.42885,3005.936,20.3471,2587.152,16.12156,486.0077,26.55942,15873.15,23.06665,1307.973
French_Montana_-_Unforgettable_ft_Swae_Lee_000_125_250_854x480_HW_Q3_CRF10.bin,16.60001,7546.817,11.47731,3143.846,15.10327,3798.311,22.12263,15855.98,25.27655,12263.57
French_Montana_-_Unforgettable_ft_Swae_Lee_000_1375_1500_854x480_HW_Q3_CRF10.bin,10.86721,1290.826,19.77094,3226.866,20.41232,7102.715,22.91873,5228.384,16.19301,533.3734
French_Montana_-_Unforgettable_ft_Swae_Lee_000_1500_1625_854x480_HW_Q3_CRF10.bin,23.24022,3682.406,37.92388,13933.44,34.44853,7444.662,41.50214,14969.12,25.80321,1951.219
French_Montana_-_Unforgettable_ft_Swae_Lee_000_1625_1750_854x480_HW_Q3_CRF10.bin,12.9531,402.6526,30.14624,947.5397,31.63888,1323.744,27.15581,2134.684,27.47968,496.9453
French_Montana_-_Unforgettable_ft_Swae_Lee_000_1750_1875_854x480_HW_Q3_CRF10.bin,14.75475,834.3466,32.3511,1490.339,31.00025,2300.375,26.68651,2185.351,19.66681,1277.446
French_Montana_-_Unforgettable_ft_Swae_Lee_000_1875_2000_854x480_HW_Q3_CRF10.bin,17.50932,2842.729,33.12356,5921.227,20.83014,812.5666,37.03096,12190.87,28.07501,2696.447
French_Montana_-_Unforgettable_ft_Swae_Lee_000_2000_2125_854x480_HW_Q3_CRF10.bin,27.86768,4960.041,43.95187,9712.771,30.47068,4259.685,49.49374,14286.79,36.00581,3451.964
French_Montana_-_Unforgettable_ft_Swae_Lee_000_2125_2250_854x480_HW_Q3_CRF10.bin,21.77954,3387.562,39.45737,5205.103,44.08077,4889.223,22.55639,9813.94,35.59038,3188.326
French_Montana_-_Unforgettable_ft_Swae_Lee_000_2250_2375_854x480_HW_Q3_CRF10.bin,15.24792,992.8557,30.54302,2050.289,23.99833,1766.707,36.849,2374.063,28.05184,3055.539
French_Montana_-_Unforgettable_ft_Swae_Lee_000_2375_2500_854x480_HW_Q3_CRF10.bin,33.96948,5801.096,62.42676,11776.9,49.94174,13676.74,60.31581,16253.48,45.96701,6558.554
French_Montana_-_Unforgettable_ft_Swae_Lee_000_2500_2625_854x480_HW_Q3_CRF10.bin,40.3483,8064.876,61.12522,13528.54,73.78509,16528.5,59.88214,18863.28,65.78669,12793.34
French_Montana_-_Unforgettable_ft_Swae_Lee_000_250_375_854x480_HW_Q3_CRF10.bin,12.33983,2927.267,23.89197,4827.147,17.62646,3863.436,15.00899,3442.062,17.69032,2157.239
French_Montana_-_Unforgettable_ft_Swae_Lee_000_2625_2750_854x480_HW_Q3_CRF10.bin,24.68435,4002.474,38.60003,10852.07,41.36046,3638.481,34.08567,15544.1,36.58577,1627.976
French_Montana_-_Unforgettable_ft_Swae_Lee_000_2750_2875_854x480_HW_Q3_CRF10.bin,30.18683,7514.779,40.30403,16417.82,38.08899,7418.845,42.24495,10967.02,47.75784,5940.242
French_Montana_-_Unforgettable_ft_Swae_Lee_000_2875_3000_854x480_HW_Q3_CRF10.bin,30.92102,7490.488,41.60344,16394.83,40.71457,7369.841,41.22562,11017.55,49.16405,5910.33
French_Montana_-_Unforgettable_ft_Swae_Lee_000_375_500_854x480_HW_Q3_CRF10.bin,40.00219,11903.72,55.22705,21115.64,51.37899,9359.488,49.62685,23192.64,50.43691,12920.28
French_Montana_-_Unforgettable_ft_Swae_Lee_000_500_625_854x480_HW_Q3_CRF10.bin,11.8232,6732.619,18.34834,15910.19,10.45899,3588.595,15.27971,11481.46,10.20136,4423.658
French_Montana_-_Unforgettable_ft_Swae_Lee_000_625_750_854x480_HW_Q3_CRF10.bin,16.94135,3297.661,31.74833,5941.078,21.38282,2562.296,29.11497,10040,20.20147,4878.088
French_Montana_-_Unforgettable_ft_Swae_Lee_000_750_875_854x480_HW_Q3_CRF10.bin,21.95769,5397.941,33.48942,12645.2,25.56699,4115.617,39.82202,13695.46,29.44102,5568.238
French_Montana_-_Unforgettable_ft_Swae_Lee_000_875_1000_854x480_HW_Q3_CRF10.bin,14.39478,1492.27,20.12638,2276.583,21.24786,1671.68,33.56499,9881.561,24.22344,2075.788
French_Montana_-_Unforgettable_ft_Swae_Lee_001_0_125_854x480_HW_Q3_CRF10.bin,25.07616,4548.69,39.65033,5664.245,38.23088,3794.637,36.41751,7932.943,44.94711,8458.696
French_Montana_-_Unforgettable_ft_Swae_Lee_001_1000_1125_854x480_HW_Q3_CRF10.bin,8.931395,795.2134,14.445,1242.482,20.28766,2179.753,14.92684,1661.353,19.42319,3251.812
French_Montana_-_Unforgettable_ft_Swae_Lee_001_1125_1250_854x480_HW_Q3_CRF10.bin,24.20441,4665.65,26.67179,1787.498,34.87246,2741.458,35.53328,19429.97,36.03799,4972.756
French_Montana_-_Unforgettable_ft_Swae_Lee_001_1250_1375_854x480_HW_Q3_CRF10.bin,31.19673,4915.194,59.51029,5803.34,47.67007,8615.512,54.11265,13545.88,37.47333,4350.29
French_Montana_-_Unforgettable_ft_Swae_Lee_001_125_250_854x480_HW_Q3_CRF10.bin,23.51982,1561.499,44.59068,6574.703,44.16673,4163.831,33.94503,2668.637,46.3107,10008.65
French_Montana_-_Unforgettable_ft_Swae_Lee_001_1375_1500_854x480_HW_Q3_CRF10.bin,25.23368,4178.094,51.53826,12562.72,38.81755,5073.105,61.05407,15946.25,33.74742,3329.605
French_Montana_-_Unforgettable_ft_Swae_Lee_001_1500_1625_854x480_HW_Q3_CRF10.bin,37.41065,3963.211,65.2817,9666.074,48.64467,3412.981,68.02171,11873.23,45.95899,4320.991
French_Montana_-_Unforgettable_ft_Swae_Lee_001_1625_1750_854x480_HW_Q3_CRF10.bin,24.40907,4347.536,29.33486,3343.342,36.80119,3530.806,27.31212,6457.153,40.66551,9349.146
French_Montana_-_Unforgettable_ft_Swae_Lee_001_1750_1875_854x480_HW_Q3_CRF10.bin,31.39681,8321.111,40.34111,13276.75,46.12798,9053.573,32.67354,16722.39,43.0876,6557.848
French_Montana_-_Unforgettable_ft_Swae_Lee_001_1875_2000_854x480_HW_Q3_CRF10.bin,12.3422,1644.965,24.12904,2478.417,18.60439,2219.509,29.36097,10527.83,17.89764,730.197
French_Montana_-_Unforgettable_ft_Swae_Lee_001_2000_2125_854x480_HW_Q3_CRF10.bin,28.78027,7785.813,35.46334,14999.58,34.9915,6105.572,41.36063,15225.9,36.57708,3227.456
French_Montana_-_Unforgettable_ft_Swae_Lee_001_2125_2250_854x480_HW_Q3_CRF10.bin,28.33599,6119.877,42.66334,10686.04,50.98634,9115.771,42.83487,15081.68,43.41951,2631.175
French_Montana_-_Unforgettable_ft_Swae_Lee_001_2250_2375_854x480_HW_Q3_CRF10.bin,21.11554,3645.585,29.66687,5204.169,30.62345,2631.735,30.82941,7268.705,38.00615,5656.689
French_Montana_-_Unforgettable_ft_Swae_Lee_001_2375_2500_854x480_HW_Q3_CRF10.bin,28.97609,4198.009,49.27549,12040.61,42.08519,2261.672,47.43583,9066.1,35.3681,3011.608
French_Montana_-_Unforgettable_ft_Swae_Lee_001_2500_2625_854x480_HW_Q3_CRF10.bin,11.87038,3670.582,12.06735,3488.212,13.53764,2301.302,19.39406,8426.569,15.79012,1319.521
French_Montana_-_Unforgettable_ft_Swae_Lee_001_250_375_854x480_HW_Q3_CRF10.bin,23.40665,4881.587,37.86711,9080.775,32.33278,3813.717,41.22318,11870.93,33.432,3922.444
French_Montana_-_Unforgettable_ft_Swae_Lee_001_2625_2750_854x480_HW_Q3_CRF10.bin,26.75072,5720.445,33.92213,6120.855,40.99026,11785.86,39.39855,11999.11,44.741,5708.103
French_Montana_-_Unforgettable_ft_Swae_Lee_001_2750_2875_854x480_HW_Q3_CRF10.bin,27.61535,3768.066,42.23452,6944.295,52.79167,9511.479,49.73515,16711.59,48.92007,5186.508
French_Montana_-_Unforgettable_ft_Swae_Lee_001_2875_3000_854x480_HW_Q3_CRF10.bin,27.61535,3768.066,42.23452,6944.295,52.79167,9511.479,49.73515,16711.59,48.92007,5186.508
French_Montana_-_Unforgettable_ft_Swae_Lee_001_375_500_854x480_HW_Q3_CRF10.bin,35.45922,3279.938,60.63991,8645.437,64.57796,8352.448,57.15218,6876.399,73.21132,13155.17
French_Montana_-_Unforgettable_ft_Swae_Lee_001_500_625_854x480_HW_Q3_CRF10.bin,42.35297,6644.912,61.88419,12536.93,62.38167,11911.88,73.57722,14894.15,80.72523,16532.87
French_Montana_-_Unforgettable_ft_Swae_Lee_001_625_750_854x480_HW_Q3_CRF10.bin,16.9573,2861.59,28.64544,6890.163,29.48192,4505.854,34.20303,3754.049,33.20594,3590.877
French_Montana_-_Unforgettable_ft_Swae_Lee_001_750_875_854x480_HW_Q3_CRF10.bin,21.38597,3408.585,32.02393,5873.41,34.93892,5862.609,34.84804,3483.995,33.83734,3118.387
French_Montana_-_Unforgettable_ft_Swae_Lee_001_875_1000_854x480_HW_Q3_CRF10.bin,18.82365,3316.328,36.89906,7359.833,26.59967,3626.675,27.19137,4082.792,32.79924,9969.111
French_Montana_-_Unforgettable_ft_Swae_Lee_002_0_125_854x480_HW_Q3_CRF10.bin,9.72114,396.6203,20.8325,2554.112,21.26692,1898.906,15.93827,1676.888,20.30321,1513.185
French_Montana_-_Unforgettable_ft_Swae_Lee_002_1000_1125_854x480_HW_Q3_CRF10.bin,26.57447,5183.934,38.15934,7883.301,40.20231,10046.68,36.84185,10287.85,28.51039,6145.544
French_Montana_-_Unforgettable_ft_Swae_Lee_002_1125_1250_854x480_HW_Q3_CRF10.bin,26.57447,5183.934,38.15934,7883.301,40.20231,10046.68,36.84185,10287.85,28.51039,6145.544
French_Montana_-_Unforgettable_ft_Swae_Lee_002_1250_1375_854x480_HW_Q3_CRF10.bin,26.57447,5183.934,38.15934,7883.301,40.20231,10046.68,36.84185,10287.85,28.51039,6145.544
French_Montana_-_Unforgettable_ft_Swae_Lee_002_125_250_854x480_HW_Q3_CRF10.bin,48.91027,13334.9,83.1634,30639.38,65.6081,8947.954,66.23324,20418.19,58.99548,12722.71
French_Montana_-_Unforgettable_ft_Swae_Lee_002_1375_1500_854x480_HW_Q3_CRF10.bin,48.91027,13334.9,83.1634,30639.38,65.6081,8947.954,66.23324,20418.19,58.99548,12722.71
French_Montana_-_Unforgettable_ft_Swae_Lee_002_1500_1625_854x480_HW_Q3_CRF10.bin,48.91027,13334.9,83.1634,30639.38,65.6081,8947.954,66.23324,20418.19,58.99548,12722.71
French_Montana_-_Unforgettable_ft_Swae_Lee_002_1625_1750_854x480_HW_Q3_CRF10.bin,48.91027,13334.9,83.1634,30639.38,65.6081,8947.954,66.23324,20418.19,58.99548,12722.71
French_Montana_-_Unforgettable_ft_Swae_Lee_002_1750_1875_854x480_HW_Q3_CRF10.bin,48.91027,13334.9,83.1634,30639.38,65.6081,8947.954,66.23324,20418.19,58.99548,12722.71
French_Montana_-_Unforgettable_ft_Swae_Lee_002_1875_2000_854x480_HW_Q3_CRF10.bin,48.91027,13334.9,83.1634,30639.38,65.6081,8947.954,66.23324,20418.19,58.99548,12722.71
French_Montana_-_Unforgettable_ft_Swae_Lee_002_2000_2125_854x480_HW_Q3_CRF10.bin,48.91027,13334.9,83.1634,30639.38,65.6081,8947.954,66.23324,20418.19,58.99548,12722.71
French_Montana_-_Unforgettable_ft_Swae_Lee_002_2125_2250_854x480_HW_Q3_CRF10.bin,48.91027,13334.9,83.1634,30639.38,65.6081,8947.954,66.23324,20418.19,58.99548,12722.71
French_Montana_-_Unforgettable_ft_Swae_Lee_002_2250_2375_854x480_HW_Q3_CRF10.bin,48.91027,13334.9,83.1634,30639.38,65.6081,8947.954,66.23324,20418.19,58.99548,12722.71
French_Montana_-_Unforgettable_ft_Swae_Lee_002_2375_2500_854x480_HW_Q3_CRF10.bin,48.91027,13334.9,83.1634,30639.38,65.6081,8947.954,66.23324,20418.19,58.99548,12722.71
French_Montana_-_Unforgettable_ft_Swae_Lee_002_2500_2625_854x480_HW_Q3_CRF10.bin,48.91027,13334.9,83.1634,30639.38,65.6081,8947.954,66.23324,20418.19,58.99548,12722.71
French_Montana_-_Unforgettable_ft_Swae_Lee_002_250_375_854x480_HW_Q3_CRF10.bin,9.095572,1861.088,16.74754,5224.472,14.64548,1787.39,18.47776,1505.614,8.963741,1268.311
French_Montana_-_Unforgettable_ft_Swae_Lee_002_2625_2750_854x480_HW_Q3_CRF10.bin,9.095572,1861.088,16.74754,5224.472,14.64548,1787.39,18.47776,1505.614,8.963741,1268.311
French_Montana_-_Unforgettable_ft_Swae_Lee_002_2750_2875_854x480_HW_Q3_CRF10.bin,9.095572,1861.088,16.74754,5224.472,14.64548,1787.39,18.47776,1505.614,8.963741,1268.311
French_Montana_-_Unforgettable_ft_Swae_Lee_002_2875_3000_854x480_HW_Q3_CRF10.bin,9.095572,1861.088,16.74754,5224.472,14.64548,1787.39,18.47776,1505.614,8.963741,1268.311
French_Montana_-_Unforgettable_ft_Swae_Lee_002_375_500_854x480_HW_Q3_CRF10.bin,47.49031,7636.75,81.86674,22776.01,59.09573,18401.47,60.80079,16293.08,54.35854,14636.03
French_Montana_-_Unforgettable_ft_Swae_Lee_002_500_625_854x480_HW_Q3_CRF10.bin,56.39484,12054.16,56.35215,14080.53,64.48793,16598.77,87.05164,13404.28,94.04267,16046.34
French_Montana_-_Unforgettable_ft_Swae_Lee_002_625_750_854x480_HW_Q3_CRF10.bin,139.4295,21897.71,188.1478,32909.98,189.4381,40178.03,191.5494,34780.34,181.8016,40551.35
French_Montana_-_Unforgettable_ft_Swae_Lee_002_750_875_854x480_HW_Q3_CRF10.bin,39.50588,7652.595,56.61831,12764.01,47.7124,5467.658,57.67522,13454.56,61.34334,16984.3
French_Montana_-_Unforgettable_ft_Swae_Lee_002_875_1000_854x480_HW_Q3_CRF10.bin,32.60525,4552.917,62.15903,8220.344,45.1311,6690.251,49.64073,6876.36,46.6638,6673.635
Future_-_Mask_Off_000_0_125_854x480_HW_Q3_CRF10.bin,51.64914,958.694,54.60629,3076.677,50.63045,1464.147,57.28238,3455.453,88.18073,3016.395
Future_-_Mask_Off_000_1000_1125_854x480_HW_Q3_CRF10.bin,13.22338,655.0011,24.45576,2115.567,18.85131,1325.946,27.91109,1027.266,10.32639,50.59282
Future_-_Mask_Off_000_1125_1250_854x480_HW_Q3_CRF10.bin,11.85713,2070.926,22.62793,6784.562,18.28581,7979.619,17.1532,2133.655,7.668859,462.0043
Future_-_Mask_Off_000_1250_1375_854x480_HW_Q3_CRF10.bin,8.237931,1547.208,12.11001,2257.546,11.03513,3319.504,11.0333,1403.716,10.49185,2330.354
Future_-_Mask_Off_000_125_250_854x480_HW_Q3_CRF10.bin,145.2237,72593.05,158.5054,77343.53,151.691,69662.86,165.9933,93686.48,148.6465,77853.34
Future_-_Mask_Off_000_1375_1500_854x480_HW_Q3_CRF10.bin,25.45868,989.1215,22.52111,758.9105,32.12864,3207.351,28.93079,1096.406,39.08048,3036.786
Future_-_Mask_Off_000_1500_1625_854x480_HW_Q3_CRF10.bin,3.534307,302.2909,4.802779,307.1971,4.090215,431.1221,4.001441,547.6035,2.9708,279.8739
Future_-_Mask_Off_000_1625_1750_854x480_HW_Q3_CRF10.bin,4.536644,326.1696,7.520861,302.8126,7.114272,547.1072,4.72701,527.1387,3.706808,340.2083
Future_-_Mask_Off_000_1750_1875_854x480_HW_Q3_CRF10.bin,2.906543,3.265368,6.362601,18.94198,3.355922,4.068335,4.059305,6.064365,2.50218,6.167837
Future_-_Mask_Off_000_1875_2000_854x480_HW_Q3_CRF10.bin,13.0778,166.3753,18.94433,533.7562,18.56814,531.8323,14.35939,345.389,16.64259,502.6349
Future_-_Mask_Off_000_2000_2125_854x480_HW_Q3_CRF10.bin,8.651534,68.62887,6.262008,45.04864,14.9014,580.9158,9.617193,103.1987,23.70597,990.2208
Future_-_Mask_Off_000_2125_2250_854x480_HW_Q3_CRF10.bin,14.60744,400.0102,23.0982,612.47,11.85743,207.5661,23.99549,1577.733,14.87667,883.8207
Future_-_Mask_Off_000_2250_2375_854x480_HW_Q3_CRF10.bin,7.874218,235.8529,13.11986,522.2853,11.60316,338.8724,12.65132,361.9356,12.67061,979.2216
Future_-_Mask_Off_000_2375_2500_854x480_HW_Q3_CRF10.bin,17.8917,1082.474,27.91833,969.8584,20.09107,734.1016,26.12527,5811.082,21.31555,616.7251
Future_-_Mask_Off_000_2500_2625_854x480_HW_Q3_CRF10.bin,46.27953,8351.335,50.52127,7155.638,59.78735,8472.318,53.41838,16358.64,61.77719,12966.79
Future_-_Mask_Off_000_250_375_854x480_HW_Q3_CRF10.bin,68.34083,58587.99,66.93537,58785.02,70.03748,62996.9,87.28356,74066.05,82.36032,66515.84
Future_-_Mask_Off_000_2625_2750_854x480_HW_Q3_CRF10.bin,52.8394,24416.52,57.93322,25619.99,47.96601,17492.04,58.95765,29197.64,47.89229,30308.79
